index,genres,keywords,popularity,revenue,title,vote_average,vote_count,cast,director,soup
100,"['fantasy', 'drama', 'thriller', 'mystery', 'romance']","['diary', 'navy', 'funeral', 'tea', 'travel']",60.269279000000004,333932083,the curious case of benjamin button,7.3,3292,"['cateblanchett', 'bradpitt', 'tildaswinton', 'juliaormond', 'ellefanning']",davidfincher,diary navy funeral tea travel cateblanchett bradpitt tildaswinton juliaormond ellefanning fantasy drama thriller mystery romance davidfincher
101,"['action', 'sciencefiction', 'adventure']","['cia', 'mutant', 'mine', 'marvelcomic', 'superhero']",3.195174,353624124,x-men: first class,7.1,5181,"['jamesmcavoy', 'michaelfassbender', 'jenniferlawrence', 'kevinbacon', 'rosebyrne']",matthewvaughn,cia mutant mine marvelcomic superhero jamesmcavoy michaelfassbender jenniferlawrence kevinbacon rosebyrne action sciencefiction adventure matthewvaughn
102,"['action', 'adventure', 'sciencefiction']","['revolution', 'strongwoman', 'dystopia', 'gameofdeath', '3d']",127.28442700000001,653428261,the hunger games: mockingjay - part 2,6.6,3984,"['jenniferlawrence', 'joshhutcherson', 'liamhemsworth', 'woodyharrelson', 'elizabethbanks']",francislawrence,revolution strongwoman dystopia gameofdeath 3d jenniferlawrence joshhutcherson liamhemsworth woodyharrelson elizabethbanks action adventure sciencefiction francislawrence
105,['fantasy'],"['basedonnovel', 'clock', 'queen', 'sequel', 'aliceinwonderland']",56.268916000000004,299370084,alice through the looking glass,6.5,1725,"['johnnydepp', 'miawasikowska', 'annehathaway', 'helenabonhamcarter', 'alanrickman']",jamesbobin,basedonnovel clock queen sequel aliceinwonderland johnnydepp miawasikowska annehathaway helenabonhamcarter alanrickman fantasy jamesbobin
107,"['action', 'adventure', 'fantasy']","['videogame', 'elves', 'orcs', 'magic', 'chase']",63.148529,433677183,warcraft,6.3,2268,"['paulapatton', 'travisfimmel', 'benfoster', 'robertkazinsky', 'dominiccooper']",duncanjones,videogame elves orcs magic chase paulapatton travisfimmel benfoster robertkazinsky dominiccooper action adventure fantasy duncanjones
109,"['adventure', 'family', 'fantasy']","['basedonnovel', 'magic', 'goodvsevil', 'king', 'narnia']",49.661984000000004,415686217,the chronicles of narnia: the voyage of the dawn treader,6.2,1514,"['skandarkeynes', 'georgiehenley', 'simonpegg', 'garysweet', 'arthurangel']",michaelapted,basedonnovel magic goodvsevil king narnia skandarkeynes georgiehenley simonpegg garysweet arthurangel adventure family fantasy michaelapted
110,"['history', 'romance', 'war']","['nurse', 'patriotism', 'hawaii', 'worldwarii', 'pilot']",34.20669,449220945,pearl harbor,6.6,1791,"['benaffleck', 'joshhartnett', 'katebeckinsale', 'cubagoodingjr.', 'jonvoight']",michaelbay,nurse patriotism hawaii worldwarii pilot benaffleck joshhartnett katebeckinsale cubagoodingjr. jonvoight history romance war michaelbay
111,"['adventure', 'sciencefiction', 'action']","['destroy', 'transformation', 'alien', 'basedontoy', 'transformers']",25.468493,709709780,transformers,6.6,4040,"['shialabeouf', 'joshduhamel', 'meganfox', 'rachaeltaylor', 'tyresegibson']",michaelbay,destroy transformation alien basedontoy transformers shialabeouf joshduhamel meganfox rachaeltaylor tyresegibson adventure sciencefiction action michaelbay
113,"['adventure', 'fantasy', 'family', 'mystery']","['prophecy', 'witch', 'lossoflover', 'magic', 'cuttingthecord']",78.14439499999999,938212738,harry potter and the order of the phoenix,7.4,5494,"['danielradcliffe', 'rupertgrint', 'emmawatson', 'michaelgambon', 'ralphfiennes']",davidyates,prophecy witch lossoflover magic cuttingthecord danielradcliffe rupertgrint emmawatson michaelgambon ralphfiennes adventure fantasy family mystery davidyates
114,"['adventure', 'fantasy', 'family']","['magic', 'dyinganddeath', 'broom', ""sorcerer'sapprentice"", 'schoolofwitchcraft']",101.250416,895921036,harry potter and the goblet of fire,7.5,5608,"['danielradcliffe', 'rupertgrint', 'emmawatson', 'ralphfiennes', 'michaelgambon']",mikenewell,magic dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft danielradcliffe rupertgrint emmawatson ralphfiennes michaelgambon adventure fantasy family mikenewell
115,"['fantasy', 'action']","['flying', 'alcohol', ""loveofone'slife"", 'forbiddenlove', 'lovers']",56.758410999999995,624029371,hancock,6.2,2961,"['willsmith', 'charlizetheron', 'jasonbateman', 'jaehead', 'eddiemarsan']",peterberg,flying alcohol loveofone'slife forbiddenlove lovers willsmith charlizetheron jasonbateman jaehead eddiemarsan fantasy action peterberg
116,"['drama', 'horror', 'action', 'thriller', 'sciencefiction']","['savingtheworld', 'lostcivilisation', 'post-apocalyptic', 'dystopia', 'matteroflifeanddeath']",70.867401,585349010,i am legend,6.9,4853,"['willsmith', 'alicebraga', 'charlietahan', 'sallirichardson-whitfield', 'willowsmith']",francislawrence,savingtheworld lostcivilisation post-apocalyptic dystopia matteroflifeanddeath willsmith alicebraga charlietahan sallirichardson-whitfield willowsmith drama horror action thriller sciencefiction francislawrence
117,"['adventure', 'comedy', 'family', 'fantasy']","['londonengland', 'fathersonrelationship', 'chocolate', 'factoryworker', 'basedonnovel']",53.905592000000006,474968763,charlie and the chocolate factory,6.7,3624,"['johnnydepp', 'freddiehighmore', 'davidkelly', 'annasophiarobb', 'juliawinter']",timburton,londonengland fathersonrelationship chocolate factoryworker basedonnovel johnnydepp freddiehighmore davidkelly annasophiarobb juliawinter adventure comedy family fantasy timburton
118,"['animation', 'comedy', 'family', 'fantasy']","['paris', 'brotherbrotherrelationship', 'expensiverestaurant', 'river', 'cook']",65.677399,623722818,ratatouille,7.5,4369,"['pattonoswalt', 'ianholm', 'louromano', 'briandennehy', 'petersohn']",bradbird,paris brotherbrotherrelationship expensiverestaurant river cook pattonoswalt ianholm louromano briandennehy petersohn animation comedy family fantasy bradbird
119,"['action', 'crime', 'drama']","['himalaya', 'martialarts', 'dccomics', 'crimefighter', 'secretidentity']",115.040024,374218673,batman begins,7.5,7359,"['christianbale', 'michaelcaine', 'liamneeson', 'katieholmes', 'garyoldman']",christophernolan,himalaya martialarts dccomics crimefighter secretidentity christianbale michaelcaine liamneeson katieholmes garyoldman action crime drama christophernolan
120,"['family', 'animation']","['africa', 'jealousy', 'dance', 'hunger', 'lion']",44.141021,603900354,madagascar: escape 2 africa,6.2,1810,"['benstiller', 'jadapinkettsmith', 'davidschwimmer', 'chrisrock', 'cedrictheentertainer']",tommcgrath,africa jealousy dance hunger lion benstiller jadapinkettsmith davidschwimmer chrisrock cedrictheentertainer family animation tommcgrath
122,"['adventure', 'action', 'thriller', 'sciencefiction']","['corruption', 'mutant', 'boxer', 'army', 'marvelcomic']",5.954333999999999,373062864,x-men origins: wolverine,6.2,4021,"['hughjackman', 'lievschreiber', 'dannyhuston', 'lynncollins', 'ryanreynolds']",gavinhood,corruption mutant boxer army marvelcomic hughjackman lievschreiber dannyhuston lynncollins ryanreynolds adventure action thriller sciencefiction gavinhood
123,"['adventure', 'action', 'thriller', 'sciencefiction']","['savingtheworld', 'artificialintelligence', 'manvsmachine', 'flying', 'philosophy']",73.313918,424988211,the matrix revolutions,6.4,3096,"['keanureeves', 'laurencefishburne', 'carrie-annemoss', 'hugoweaving', 'maryalice']",lanawachowski,savingtheworld artificialintelligence manvsmachine flying philosophy keanureeves laurencefishburne carrie-annemoss hugoweaving maryalice adventure action thriller sciencefiction lanawachowski
124,"['animation', 'adventure', 'family']","['queen', 'musical', 'princess', 'betrayal', 'snowman']",165.12536599999999,1274219009,frozen,7.3,5295,"['kristenbell', 'idinamenzel', 'jonathangroff', 'joshgad', 'santinofontana']",jenniferlee,queen musical princess betrayal snowman kristenbell idinamenzel jonathangroff joshgad santinofontana animation adventure family jenniferlee
125,"['adventure', 'action', 'thriller', 'sciencefiction']","['savingtheworld', 'artificialintelligence', 'manvsmachine', 'martialarts', 'kungfu']",70.78591,738599701,the matrix reloaded,6.7,3443,"['keanureeves', 'carrie-annemoss', 'laurencefishburne', 'hugoweaving', 'helmutbakaitis']",lanawachowski,savingtheworld artificialintelligence manvsmachine martialarts kungfu keanureeves carrie-annemoss laurencefishburne hugoweaving helmutbakaitis adventure action thriller sciencefiction lanawachowski
126,"['action', 'adventure', 'fantasy']","['marvelcomic', 'superhero', 'basedoncomicbook', 'hostiletakeover', 'norsemythology']",99.499595,644571402,thor: the dark world,6.8,4755,"['chrishemsworth', 'natalieportman', 'tomhiddleston', 'anthonyhopkins', 'christophereccleston']",alantaylor,marvelcomic superhero basedoncomicbook hostiletakeover norsemythology chrishemsworth natalieportman tomhiddleston anthonyhopkins christophereccleston action adventure fantasy alantaylor
127,"['action', 'adventure', 'sciencefiction', 'thriller']","['future', 'chase', 'post-apocalyptic', 'dystopia', 'australia']",434.27856399999996,378858340,mad max: fury road,7.2,9427,"['tomhardy', 'charlizetheron', 'nicholashoult', 'hughkeays-byrne', 'joshhelman']",georgemiller,future chase post-apocalyptic dystopia australia tomhardy charlizetheron nicholashoult hughkeays-byrne joshhelman action adventure sciencefiction thriller georgemiller
128,"['thriller', 'mystery']","['rome', 'vatican', 'basedonnovel', 'symbolism', 'christian']",67.447636,356613439,angels & demons,6.5,2129,"['tomhanks', 'ewanmcgregor', 'ayeletzurer', 'stellanskarsgård', 'pierfrancescofavino']",ronhoward,rome vatican basedonnovel symbolism christian tomhanks ewanmcgregor ayeletzurer stellanskarsgård pierfrancescofavino thriller mystery ronhoward
129,"['adventure', 'fantasy', 'action']","['newmexico', 'banishment', 'shield', 'marvelcomic', 'hammer']",86.493424,449326618,thor,6.6,6525,"['chrishemsworth', 'natalieportman', 'tomhiddleston', 'anthonyhopkins', 'stellanskarsgård']",kennethbranagh,newmexico banishment shield marvelcomic hammer chrishemsworth natalieportman tomhiddleston anthonyhopkins stellanskarsgård adventure fantasy action kennethbranagh
130,"['animation', 'family', 'adventure', 'comedy']","['hamster', 'kidsandfamily', 'animal', 'catvsdog', 'duringcreditsstinger']",41.845878000000006,309979994,bolt,6.3,1750,"['johntravolta', 'mileycyrus', 'susieessman', 'markwalton', 'malcolmmcdowell']",byronhoward,hamster kidsandfamily animal catvsdog duringcreditsstinger johntravolta mileycyrus susieessman markwalton malcolmmcdowell animation family adventure comedy byronhoward
134,"['action', 'adventure', 'thriller']","['londonengland', 'spy', 'austria', 'villain', 'sequel']",114.52223700000002,682330139,mission: impossible - rogue nation,7.1,3224,"['tomcruise', 'rebeccaferguson', 'simonpegg', 'jeremyrenner', 'vingrhames']",christophermcquarrie,londonengland spy austria villain sequel tomcruise rebeccaferguson simonpegg jeremyrenner vingrhames action adventure thriller christophermcquarrie
137,"['animation', 'family']","['martialarts', 'hope', 'fleet', 'panda', 'mission']",51.247321,665692281,kung fu panda 2,6.7,1880,"['jackblack', 'angelinajolie', 'dustinhoffman', 'garyoldman', 'jackiechan']",jenniferyuhnelson,martialarts hope fleet panda mission jackblack angelinajolie dustinhoffman garyoldman jackiechan animation family jenniferyuhnelson
139,"['adventure', 'action', 'thriller']","['berlin', 'cia', 'vatican', 'whitehouse', 'secretidentity']",63.079003,397850012,mission: impossible iii,6.5,2028,"['tomcruise', 'philipseymourhoffman', 'vingrhames', 'billycrudup', 'jonathanrhysmeyers']",j.j.abrams,berlin cia vatican whitehouse secretidentity tomcruise philipseymourhoffman vingrhames billycrudup jonathanrhysmeyers adventure action thriller j.j.abrams
140,"['action', 'drama', 'thriller']","['usapresident', 'conspiracy', 'secretservice', 'thewhitehouse']",39.004588,205366737,white house down,6.4,1891,"['channingtatum', 'jamiefoxx', 'joeyking', 'maggiegyllenhaal', 'richardjenkins']",rolandemmerich,usapresident conspiracy secretservice thewhitehouse channingtatum jamiefoxx joeyking maggiegyllenhaal richardjenkins action drama thriller rolandemmerich
144,"['animation', 'adventure', 'family']","['fathersonrelationship', 'egypt', 'intelligence', 'adoption', 'timetravel']",38.73494,272912430,mr. peabody & sherman,6.7,843,"['tyburrell', 'maxcharles', 'arielwinter', 'allisonjanney', 'elliekemper']",robminkoff,fathersonrelationship egypt intelligence adoption timetravel tyburrell maxcharles arielwinter allisonjanney elliekemper animation adventure family robminkoff
145,"['adventure', 'drama', 'war']","['brotherbrotherrelationship', 'adultery', 'mythology', 'beauty', 'trojanwar']",66.803149,497409852,troy,6.9,2759,"['bradpitt', 'orlandobloom', 'ericbana', 'briancox', 'seanbean']",wolfgangpetersen,brotherbrotherrelationship adultery mythology beauty trojanwar bradpitt orlandobloom ericbana briancox seanbean adventure drama war wolfgangpetersen
146,"['animation', 'family']","['madagascar', '3d']",44.989191999999996,746921274,madagascar 3: europe's most wanted,6.4,1808,"['benstiller', 'sachabaroncohen', 'davidschwimmer', 'francesmcdormand', 'chrisrock']",tommcgrath,madagascar 3d benstiller sachabaroncohen davidschwimmer francesmcdormand chrisrock animation family tommcgrath
149,"['action', 'thriller', 'sciencefiction', 'adventure']","['savingtheworld', 'paris', 'moon', 'cataclysm', 'asteroid']",58.485967,553799566,armageddon,6.4,2482,"['brucewillis', 'billybobthornton', 'benaffleck', 'livtyler', 'willpatton']",michaelbay,savingtheworld paris moon cataclysm asteroid brucewillis billybobthornton benaffleck livtyler willpatton action thriller sciencefiction adventure michaelbay
152,"['action', 'adventure', 'animation', 'comedy', 'family']","['china', 'martialarts', 'kungfu', 'village', 'panda']",56.747978,521170825,kung fu panda 3,6.7,1603,"['jackblack', 'bryancranston', 'dustinhoffman', 'angelinajolie', 'j.k.simmons']",alessandrocarloni,china martialarts kungfu village panda jackblack bryancranston dustinhoffman angelinajolie j.k.simmons action adventure animation comedy family alessandrocarloni
153,"['action', 'thriller', 'adventure']","['fight', 'sequel', 'mission', 'explosion', 'brokenarm']",77.77476999999999,694713380,mission: impossible - ghost protocol,6.8,3972,"['tomcruise', 'jeremyrenner', 'simonpegg', 'paulapatton', 'anilkapoor']",bradbird,fight sequel mission explosion brokenarm tomcruise jeremyrenner simonpegg paulapatton anilkapoor action thriller adventure bradbird
154,"['fantasy', 'animation', 'family']","['dream', 'santaclaus', 'nightmare', 'easterbunny', 'toothfairy']",61.788035,306941670,rise of the guardians,7.1,1922,"['chrispine', 'alecbaldwin', 'judelaw', 'islafisher', 'hughjackman']",peterramsey,dream santaclaus nightmare easterbunny toothfairy chrispine alecbaldwin judelaw islafisher hughjackman fantasy animation family peterramsey
156,"['drama', 'action', 'war', 'history']","['japan', 'warcrimes', 'senseofguilt', 'swordplay', 'general']",52.341226,456758981,the last samurai,7.3,1895,"['tomcruise', 'kenwatanabe', 'williamatherton', 'chadlindberg', 'billyconnolly']",edwardzwick,japan warcrimes senseofguilt swordplay general tomcruise kenwatanabe williamatherton chadlindberg billyconnolly drama action war history edwardzwick
158,"['sciencefiction', 'action', 'adventure']","['spacecraft', 'teleportation', 'spacemission', 'parachute', 'timetravel']",73.61680799999999,385680446,star trek,7.4,4518,"['chrispine', 'zacharyquinto', 'leonardnimoy', 'ericbana', 'brucegreenwood']",j.j.abrams,spacecraft teleportation spacemission parachute timetravel chrispine zacharyquinto leonardnimoy ericbana brucegreenwood sciencefiction action adventure j.j.abrams
